id,artist_name(s),song_name,popularity,explicit?,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence 
6ftXgNPipafxmkINDgkNIs,['VHS LOGOS'],"Dial 89,3",21,False,0.724,0.51,0.0527,0.0223,0.883,0.298,0.657
6WFngPbbHyghiLpE35jm6i,['VHS LOGOS'],TV2,11,False,0.603,0.834,0.0456,0.236,0.899,0.107,0.538
4DtAhJvbJBO5wr8BabM7G1,['VHS LOGOS'],Love,15,False,0.523,0.408,0.0523,0.0858,0.118,0.468,0.394
4QSAfBd70swX11VVyoNVoN,['VHS LOGOS'],Vegas,26,False,0.607,0.476,0.0325,0.923,0.948,0.0951,0.736
0NEYqkCGSMzcMFVz5KBYcV,['VHS LOGOS'],Dreams,11,False,0.459,0.721,0.0554,0.0849,0.231,0.113,0.179
4esLYyOrrXpCvVyoNfNWwx,['VHS LOGOS'],Acapulco,8,False,0.58,0.486,0.0705,0.469,0.749,0.122,0.724
7iAtrJ7QMrGXkVms0RzRip,['VHS LOGOS'],Paralelo30,7,False,0.412,0.625,0.442,0.00119,0.149,0.0612,0.0392
2VdotHR6beQBAhJB1OJ9cQ,['VHS LOGOS'],Nonversation,12,False,0.182,0.762,0.207,0.833,0.745,0.702,0.773
0MM7T0Fl3Za7LRItjyrnAq,['VHS LOGOS'],Verano,9,False,0.176,0.536,0.0494,0.965,0.877,0.094,0.647
4Kjjuc7qjBMaveGM24vSzy,['VHS LOGOS'],ZYB,10,False,0.326,0.673,0.0684,0.873,0.954,0.14,0.465
2BTC0a2ZVMKx2GNS395di4,['VHS LOGOS'],50% OFF,20,False,0.645,0.508,0.0983,0.572,0.89,0.102,0.548
7fgTGqwPXtNy7cP0jOBl5x,['VHS LOGOS'],Metaverse,5,False,0.192,0.144,0.0524,0.986,0.814,0.118,0.0353
1fqS9Benq3PF16ONKuR4r5,['VHS LOGOS'],Golden Era,5,False,0.79,0.753,0.0829,0.168,0.347,0.173,0.302
0Xd8VjL54nw7KrWXDstem8,['VHS LOGOS'],Sunshine,5,False,0.78,0.721,0.204,0.00428,0.825,0.147,0.604
1OTvQUGSBobiW1LMSTypaZ,['VHS LOGOS'],Classy Loop,13,False,0.573,0.678,0.0671,0.506,0.542,0.111,0.371
5cnGlBskUZ3j6iOPPgz8G4,['VHS LOGOS'],Feeling,8,False,0.453,0.757,0.0938,0.154,0.139,0.34,0.228
575jKtvzDNhpbczOcPdJwz,['VHS LOGOS'],Interlude,4,False,0.165,0.233,0.0327,0.968,0.916,0.356,0.248
5bQQbML93HeE5hCE6wH6Fi,['VHS LOGOS'],Freq,18,False,0.219,0.639,0.0747,0.0292,0.534,0.134,0.45
6bSks0jC4i8pTBOtd5WdGi,['VHS LOGOS'],Magic,6,False,0.919,0.585,0.225,0.353,0.0139,0.0905,0.52
5UtQBq2sbfing4o9RTEOuO,['VHS LOGOS'],Mantra,8,False,0.81,0.61,0.134,0.546,0.186,0.296,0.939
77FRAu5GqeSBapWLwaTl9z,['VHS LOGOS'],C YA,2,False,0.621,0.895,0.0532,0.00235,0.918,0.0672,0.492
7CvwFUslh5QQuobJbAPa1x,['VHS LOGOS'],2HYPE,4,False,0.822,0.956,0.166,0.00888,0.0161,0.0594,0.735
6nciEoh9wToDP5pLFvK4oC,['Brayden Potts'],alto,4,False,0.729,0.8,0.0313,0.852,0.59,0.165,0.91
0nePK3UtHD1jIei9As7NOg,['Brayden Potts'],chouchou,21,False,0.641,0.916,0.0906,0.0703,0.781,0.244,0.75
2l6XR9Gj5SXq1qF9YygtfE,['Brayden Potts'],chumani,13,False,0.53,0.668,0.0366,0.00548,0.105,0.193,0.48
1iNXcaPfpR4KK9NONFmlyf,['Brayden Potts'],lasso,4,False,0.569,0.607,0.451,0.149,0.0826,0.302,0.804
7APKjy9HtlYPRSAlAUZ77W,['Brayden Potts'],meow,3,False,0.826,0.802,0.316,0.0179,7.01e-06,0.169,0.852
3DxYP7geY49WmPTePmcG5y,"['Brayden Potts', 'Minotaur']",datametrics,2,False,0.694,0.865,0.088,0.000427,0.646,0.0861,0.535
4K7ZeX1PZu1ElyeHcRPO97,['Brayden Potts'],mishu,16,False,0.671,0.836,0.791,0.639,0,0.303,0.333
51NOrvDcrCdmV3jXq2UEmi,['Brayden Potts'],shure,23,False,0.817,0.609,0.0911,0.0561,0.128,0.142,0.453
5b6XqtN1BLl9pWaRdUiRf6,['Brayden Potts'],winona,7,False,0.698,0.521,0.255,0.455,0.857,0.152,0.703
4nCJtTlDdA10OOOBqvqBJI,['Brayden Potts'],"smile, again",3,False,0.583,0.721,0.0342,0.241,0.669,0.126,0.185
6lLxNC5h9HqZTi5Q71eak0,['Brayden Potts'],computer stuck,1,False,0.549,0.621,0.0558,0.372,0.913,0.12,0.6
22SKdPfIph2xu7l8TTBNZU,['Brayden Potts'],everything,6,False,0.433,0.778,0.422,0.112,0,0.729,0.621
1sxgnIgGh4hao5KnJTvBx5,['Brayden Potts'],4ever,16,False,0.379,0.807,0.456,0.294,1.18e-06,0.685,0.616
36tbtfG5VOMM9AxQtNByyu,['Brayden Potts'],flow,1,False,0.613,0.613,0.0495,0.0256,0.781,0.117,0.504
72FjL1FpJFUBoZBfl3e6yB,['Brayden Potts'],rdy,7,False,0.392,0.655,0.326,0.217,0.597,0.41,0.543
7wtiRZtDpAe4lHZQxzIktL,['Brayden Potts'],structure,1,False,0.488,0.884,0.145,0.185,0.434,0.199,0.816
4zRlAE0lMCe6jmu8C3SyWm,['Brayden Potts'],untitled54,1,False,0.631,0.674,0.0824,0.812,0.00965,0.433,0.676
3pExcCVfK5xIOvYQ0SMT1l,['Brayden Potts'],9-13-22,2,False,0.318,0.83,0.381,0.00896,0.895,0.301,0.582
5Lt3UVp7RVpNkURBBT6L3w,['Brayden Potts'],9-19-22,2,False,0.475,0.877,0.368,0.583,0.0454,0.447,0.543
1XANEuKgCOAcjA31XcuYFd,['Brayden Potts'],10-4-22,1,False,0.516,0.721,0.03,7.59e-06,0.649,0.487,0.898
5DoACTG9zEj2WfaVQPtDMj,['Brayden Potts'],daybyday,2,False,0.604,0.565,0.317,0.0358,0.0459,0.324,0.428
0Z9gjJP6QYFHRJhsW1lyji,['Brayden Potts'],interloop,20,False,0.501,0.711,0.0468,0.218,0.695,0.191,0.678
4UX5VYaZs6VtSJ2i7ea1NR,['Brayden Potts'],deserve,2,False,0.528,0.635,0.0876,0.124,0.139,0.397,0.509
7t9DrS7JKt15Ns5xte4PsM,['Brayden Potts'],11B,4,False,0.614,0.672,0.645,0.211,0.936,0.228,0.507
4rRi36vGuqc4uHq7PkDzGQ,['Brayden Potts'],tell me,2,False,0.469,0.868,0.149,0.00109,0,0.611,0.739
5TzithKxo8tZrpO80TJqDg,['Brayden Potts'],28B,1,False,0.73,0.879,0.111,0.181,0.0377,0.513,0.806
3Yk1BEBPdqgG6171Q7aR4i,['Brayden Potts'],28A,2,False,0.69,0.427,0.0897,0.53,0.106,0.169,0.843
0Ub65hxSQUh6xeAKIWLnsU,['Brayden Potts'],looking,2,False,0.69,0.833,0.181,0.117,0.0615,0.323,0.623
4tuGYds1er21XL2YFPYjMi,['Brayden Potts'],let go,1,False,0.673,0.835,0.327,0.00208,0.246,0.314,0.916
293SYTx3cr3Pcb6xolgRc5,['Brayden Potts'],fall,6,False,0.318,0.745,0.389,0.176,0.00123,0.746,0.687
187UQmGO3nwPXO4hbA9Hxb,['Brayden Potts'],enlighten,2,False,0.574,0.833,0.37,0.127,0.00139,0.81,0.753
2RQJXy09EAaPE9z6V0qs5S,['Brayden Potts'],illuminate,2,False,0.543,0.924,0.286,0.137,0.246,0.713,0.447
4jrP6JVjBWAxMzMDH8Hlts,['Brayden Potts'],shine,4,False,0.358,0.87,0.546,0.0045,0.0496,0.309,0.399
4ZwQIVzMFVARUDAQvPGVXj,['Brayden Potts'],adorn,0,False,0.364,0.765,0.0933,0.448,0.895,0.301,0.752
3uQkwfnbuALySpzdbKgfou,['Brayden Potts'],gone,2,False,0.448,0.899,0.0299,0.00294,0.652,0.449,0.179
0gW5VMksR3NPAvBJvmzh7r,['Brayden Potts'],boarding,6,False,0.585,0.737,0.043,0.0512,0.0237,0.68,0.401
5XeU7jxebU7DfB3ob16OR9,"['Brayden Potts', 'Taymon']",anew,2,False,0.465,0.635,0.285,0.185,9.76e-05,0.319,0.476
4wihIhpbq1YELuBM8MMRje,['Brayden Potts'],manifest,1,False,0.572,0.844,0.162,0.00938,0.847,0.494,0.444
6YO58Zb6Hzm613030vO7lQ,['Brayden Potts'],last call,3,False,0.529,0.589,0.304,0.24,0.32,0.282,0.746
6LLhUQ4htMOezRAutNB4ST,['Brayden Potts'],desire,1,False,0.679,0.673,0.48,0.523,0.00279,0.285,0.875
3JYuw5fwLG7jSzkt0xgtOY,['Brayden Potts'],destination,1,False,0.637,0.796,0.0489,0.00272,0.877,0.174,0.821
7EnOfYyxwrZxJS6PEgfZkz,['Brayden Potts'],turbulence,1,False,0.3,0.573,0.196,0.107,0.899,0.358,0.633
4g2pPbXptnIZRbMYAG1tQV,['Brayden Potts'],fear,12,False,0.578,0.759,0.131,0.114,0.766,0.165,0.0403
579Ca8M2YprUeycZNr8Gpi,['Brayden Potts'],ruin,10,False,0.487,0.587,0.0515,0.0741,0.338,0.147,0.308
6zehw9WNnPzuGbroRc58rE,['Brayden Potts'],impact,3,False,0.567,0.722,0.187,0.000616,0.824,0.65,0.649
5p0UJfecDvbP63NW2lQ1Ov,['Brayden Potts'],aftermath,6,False,0.524,0.469,0.0779,0.131,0.914,0.178,0.442
3IFfKiJL6ghjuWiKON23wi,['Brayden Potts'],recovery,1,False,0.718,0.564,0.285,0.208,0.178,0.124,0.24
2P9jlj3mx7yuCJqvRnrrQH,['Brayden Potts'],reflection,1,False,0.478,0.652,0.27,0.0345,0.725,0.147,0.462
7vKJwCxAvKZ7e8mOOwgVCj,['iblss'],sundown,15,False,0.253,0.606,0.0921,0.0186,0.861,0.493,0.481
6qmSzkRMwIMu50sPjEjtXH,"['iblss', 'Zeroh']",so be it,12,True,0.406,0.622,0.0357,0.138,0,0.106,0.672
50RwBzBcDzJyH6U8XjbpHS,['iblss'],quilombos,13,False,0.418,0.567,0.0809,0.288,0.773,0.204,0.309
5atq7AeOQ4DPxkpgaGFjfY,"['iblss', 'Nappy Nina']",celery stock,31,True,0.445,0.679,0.325,0.8,0.0124,0.167,0.859
4m6w98tCMErrJWH7FpjBzD,['iblss'],mandjet//mesektet,10,False,0.222,0.616,0.358,0.224,0.22,0.214,0.222
5K3VTbfzvSZedWhxDZGwvJ,"['iblss', 'AKAI SOLO']",balrog,10,True,0.432,0.571,0.142,0.357,0.000326,0.184,0.656
0gdOsjNTwF0eYN8JhJP95q,['iblss'],laurenolamina,8,False,0.412,0.43,0.0505,0.599,0.78,0.222,0.444
3JpEVj0JKa6xe542RskXRM,['iblss'],shhhhhh,16,False,0.321,0.367,0.0864,0.904,0.813,0.118,0.284
2ZTLQGzEso9oVTWWRpxaXE,['iblss'],searching....,7,False,0.412,0.443,0.23,0.611,0.97,0.0999,0.298
28PSqOjtxfhrrl0vHzSCI5,"['iblss', 'nakama.']",inside voice,7,True,0.637,0.733,0.449,0.287,0,0.141,0.471
7zlrChq4PDAxOWYrQTit9B,['iblss'],silver and wood,6,False,0.602,0.378,0.118,0.879,0.92,0.11,0.781
68Nb1LvL8ynfou0tr1Lh4N,['iblss'],black vessel,6,False,0.481,0.194,0.236,0.84,0.936,0.108,0.812
49tLtJi9YDpYmLPLd3AqGy,"['iblss', 'S!lence']",good grief!,7,True,0.434,0.714,0.429,0.874,0.000739,0.182,0.254
6z2aRMCYLhrdazZVubdrc6,['iblss'],the trees are talking to me,6,False,0.519,0.445,0.245,0.696,0.134,0.158,0.593
2f8ZCElYvxuIkr5dBdsfmV,"['iblss', 'Quelle Chris']",bebe's peace,11,True,0.681,0.711,0.211,0.373,1.2e-05,0.112,0.854
7h4t9UdsaVTqUSdCu5Bm9P,['iblss'],maitake,6,False,0.604,0.542,0.0491,0.0299,0.657,0.764,0.7
6LvN7kSVuyw5mSHCrFB7o2,"['iblss', 'maassai']",sun in the night,10,True,0.47,0.723,0.475,0.47,0.433,0.109,0.693
7BxO7jJC5XePRFb70TcQDE,"['iblss', 'AKAI SOLO']",Universal Ace,26,True,0.369,0.579,0.0423,0.57,4.31e-06,0.596,0.363
6Asug8xfAiqm5OW5YAKbEN,"['iblss', 'AKAI SOLO']",'94 the Dog Year,33,True,0.54,0.735,0.479,0.695,0.0352,0.364,0.599
6ydKO1GCdT6x09oVlXH3Rv,"['iblss', 'AKAI SOLO']",Easy East,16,True,0.698,0.569,0.133,0.59,0.00014,0.119,0.645
7G5LREhLWr8GeA32i4Q22c,"['iblss', 'AKAI SOLO']",Chopped Cheese,15,True,0.502,0.722,0.0703,0.0832,0.00252,0.262,0.57
6Ph5V5FRZ5zVp9WL0asgB3,"['iblss', 'AKAI SOLO']",One Punch,14,True,0.528,0.905,0.105,0.211,0.371,0.253,0.623
3HZ8jrHj0wfB3FcFHEAkMN,"['iblss', 'AKAI SOLO']",Grateful 4 Aura,14,True,0.546,0.825,0.222,0.459,2.07e-06,0.112,0.562
0rsaDBVaI5CK3kk0dflnak,"['iblss', 'AKAI SOLO']",Kingdom Koi,13,True,0.527,0.573,0.199,0.455,3.31e-05,0.345,0.553
20gQQJdhahzaEywc8ZZNTY,"['iblss', 'AKAI SOLO']",Star Stepper /// Ageha's Stance,13,True,0.499,0.541,0.409,0.351,0.000613,0.132,0.406
2tKkVM4oYVSDMzje0H8pYD,"['iblss', 'AKAI SOLO']",BAN,12,True,0.352,0.724,0.148,0.71,0.00156,0.077,0.338
150nfkf4Y6YSvuEUgNFyL3,"['iblss', 'AKAI SOLO']",True Truths,16,True,0.537,0.663,0.325,0.613,5.94e-05,0.129,0.798
1U5mlu5jVMsl7ckaTwM9jt,"['iblss', 'AKAI SOLO']",Crescent Reflection,13,True,0.511,0.676,0.296,0.485,0.00357,0.228,0.403
1eEUFBdl5qKff8irJ4vm2C,"['iblss', 'AKAI SOLO']",Tiger Striped Cat,11,True,0.397,0.746,0.0443,0.432,0.152,0.209,0.676
6VK3sa81z0osR22R5o8aRK,"['iblss', 'AKAI SOLO']",Azul Plasma,9,True,0.365,0.564,0.111,0.418,0.734,0.0878,0.319
1OmZTsspVCISKIvbVXCgVg,"['iblss', 'AKAI SOLO']",Black Sawada,11,True,0.523,0.87,0.395,0.505,0.0301,0.157,0.608
2jSHtaHAqWtbg99zUYCHNk,"['iblss', 'AKAI SOLO']",4 Fela,9,True,0.604,0.584,0.281,0.392,3.92e-06,0.282,0.593
1huDjgsQwEZrKchJasCdGw,"['iblss', 'AKAI SOLO']",Fuck a 16,11,True,0.496,0.765,0.126,0.685,0.000768,0.315,0.715
0BJj1W2TGkFsIytUGBfn7n,"['iblss', 'AKAI SOLO', 'Pink Siifu']",Just Moor,9,True,0.602,0.888,0.341,0.565,1.67e-05,0.173,0.785
1kLWjyUj9hodMqpfE5sDHm,['iblss'],Soul Space,6,False,0.459,0.533,0.15,0.341,0.114,0.303,0.332
6vsWxNtwLxPouAKwnUFFRH,"['iblss', 'Theravada']",Pressure,6,True,0.401,0.904,0.121,0.171,0,0.22,0.704
5M5aDZirXoHVrmeZCjE5Ip,['iblss'],Overstand,5,False,0.661,0.721,0.214,0.726,0.862,0.122,0.899
2l3122ilQ2TobPXZszeicl,"['iblss', 'AKAI SOLO']",Energy Field,5,True,0.554,0.781,0.129,0.0695,0,0.623,0.491
5qgxyj3qjj8PF6SpomwZq0,"['iblss', 'Lungs']",Silk Road,3,True,0.611,0.838,0.271,0.459,0,0.237,0.708
3JfE206jqq6tofEi8YIQsI,"['iblss', 'AKAI SOLO']",Through the Black,4,True,0.508,0.703,0.403,0.73,0,0.22,0.385
781Xf4k0i16jrfm4wsVfEE,"['Skate Key', 'iblss']",rootwork,4,True,0.398,0.42,0.223,0.742,0.000526,0.111,0.162
6EDwGtb682nVGFBVjJuPGW,"['Skate Key', 'iblss', 'Obeah, the Muse']",Bloom,3,True,0.476,0.726,0.196,0.7,0,0.14,0.715
6pgB6zGda1e9ui9JyNYKiv,"['Anysia Kym', 'Jadasea']",Nothing Comes to a Sleeper But a Dream,19,False,0.596,0.558,0.487,0.809,0.00628,0.168,0.268
5q4HAPR6gIX1LJZ8X8cSul,['Anysia Kym'],On Official,16,False,0.456,0.766,0.0795,0.000479,0.858,0.13,0.725
7nIelFM8DV2FIhifA1jyGi,"['Anysia Kym', 'Jadasea']",Hard2sey,13,False,0.222,0.887,0.0772,0.0242,0.408,0.178,0.235
04MC9HUyFKw2TRjNR1xMO5,"['Anysia Kym', 'Jadasea']",Bad Mind,22,False,0.62,0.742,0.0897,0.971,0.474,0.104,0.816
588XAIYTE999HlumZCOu4O,"['Anysia Kym', 'Jadasea']",b.f.f.r.,20,False,0.4,0.781,0.334,0.0474,0.000114,0.494,0.296
0LHO5NaoY0x1Ccu7WJdJEs,['Anysia Kym'],No ID,13,False,0.775,0.99,0.076,0.0813,0.923,0.101,0.76
0A2wO0X0LDJeqURX6iT7OT,"['Anysia Kym', 'Jadasea']",Stain,13,False,0.579,0.728,0.457,0.0626,0.108,0.0754,0.377
2u2W7EqspbsDZGA2maKV1e,['Anysia Kym'],99.3,12,False,0.504,0.619,0.441,0.0249,0.841,0.208,0.255
6BHINiacN4ltsuKfteh5rW,"['Anysia Kym', 'Jadasea']",Darling,11,False,0.509,0.757,0.432,0.041,0.298,0.59,0.56
51z2VxWraKiNcuL7PxAu8K,['Anysia Kym'],Uh huh,12,False,0.509,0.807,0.405,0.000741,0.00415,0.868,0.597
6VjzbMVbOzlT1Lkrh83IbB,"['Anysia Kym', 'Jadasea']",problem stays,11,False,0.454,0.252,0.143,0.759,0.008,0.0956,0.357
3WbEUSWVZ3kOlizdv9xBC6,['Anysia Kym'],Protection *,10,False,0.588,0.307,0.152,0.921,0.76,0.0791,0.254
2ebK7xYr1m5Lj1bI6unpjB,['Anysia Kym'],Don’t Make Light/By Design,10,False,0.552,0.632,0.0566,0.00221,0.775,0.29,0.252
4It2VyGyzaIhPZ7nRXQuUW,"['Anysia Kym', 'Jadasea']",Always B Around - Outro,11,False,0.564,0.485,0.195,0.0948,0.0382,0.33,0.669
5Fdq8YZF4urcdYvRlPSEg5,"['Jadasea', 'Laron']",Intro,7,False,0.168,0.986,0.0434,0.297,0.97,0.364,0.00146
47UptNngE6YbfUxhuKkXe4,"['Jadasea', 'Laron']",Cheers,11,True,0.41,0.79,0.164,0.0733,0,0.581,0.714
0XLrWtrmcZtWmzURTeFp1g,"['Jadasea', 'Laron']",The Corner,11,True,0.343,0.666,0.118,0.0848,0.000117,0.592,0.418
0r7vkdw1goAF90HYpe0EbF,"['Jadasea', 'Laron']",Quicksand,10,True,0.302,0.875,0.365,0.581,0,0.7,0.55
0qReu0kYyNp6AkrXWD095Y,"['Jadasea', 'Laron']",Disturbers,9,True,0.262,0.897,0.42,0.0043,0,0.542,0.561
6Hm3OvYUkBvGww1szyq3nW,"['Jadasea', 'Laron', 'Sideshow']",Tony Yayo,15,True,0.0742,0.96,0.438,0.155,0.0493,0.504,0.352
3E481gjnyYdpoF0vot9J2n,"['Jadasea', 'Laron']",The Ropes,10,True,0.316,0.795,0.434,0.0305,0.000433,0.792,0.424
6GBOYk7PVasRjnfPtNEDq4,"['Jadasea', 'Laron', 'Niontay']",Holding On,18,True,0.337,0.819,0.161,0.0642,4.89e-06,0.34,0.582
3WchYgzgG36fZD28dQtf64,"['Jadasea', 'Laron']",Fried!,10,True,0.546,0.886,0.26,0.0524,1.2e-06,0.907,0.649
4tOmOKAebNeM5HpSOuWh44,"['Jadasea', 'Laron']",Murky,8,True,0.302,0.761,0.192,0.686,0,0.48,0.658
2X5zj7DzFKDHBfKLD4XKIo,"['Jadasea', 'Laron', 'MIKE']",Peace Out,16,True,0.271,0.851,0.409,0.0509,0,0.865,0.449
21AGlwlV5IEd6ew5glvZV2,"['Jadasea', 'Laron']",Grimey Blimey,12,True,0.532,0.609,0.287,0.269,4.93e-06,0.176,0.282
3BKTIc7XXfdoR4842LYSBz,"['Jadasea', 'Laron', 'YS Tekdinner']",No Games,9,True,0.384,0.954,0.716,0.0172,0,0.836,0.135
1MgenjYm68AdiBm74bK6Qz,"['Jadasea', 'Laron']",Middle Of It,15,True,0.387,0.694,0.0993,0.501,0,0.338,0.579
5NLQl9f1JDzYBt7sLypPqi,"['Jadasea', 'Laron', 'John Glacier']",Heaven High,14,True,0.421,0.786,0.601,0.184,0,0.723,0.569
7v90zUcIRmtE2TLVszdTHG,"['Jadasea', 'Laron', 'Prem']",February,8,True,0.317,0.766,0.306,0.0355,2.11e-06,0.33,0.738
2SrUzlpsukMHzz80MoUZCO,"['Jadasea', 'Laron']",Scurry,8,True,0.338,0.854,0.249,0.113,0,0.325,0.671
6Nba1XoGnQaHlnUX7Q2Kjc,"['Jadasea', 'Laron']",Missin U,7,True,0.103,0.836,0.122,0.00281,6.18e-05,0.831,0.34
0IIPJNvyr39EvVsIvUVdSG,"['Jadasea', 'Laron', 'Pinty']",Telly,8,True,0.347,0.812,0.0959,0.00617,3.75e-06,0.321,0.432
1I6ddiHJJNWdCcZxMVJ3vR,"['Jadasea', 'Laron']",Main Contender,7,True,0.281,0.882,0.169,0.00917,0,0.671,0.423
60TkrMQXiZoMmmDBJtMcIX,"['Jadasea', 'Laron']",Getting By,6,True,0.363,0.515,0.0701,0.0598,0,0.765,0.37
0qzZRYMSu8MrQv9sEqKz35,"['Jadasea', 'Laron', 'Wiki']",Oh Dear,12,True,0.44,0.836,0.433,0.478,0,0.622,0.761
0tbZVo1PdhVOfCWFBNkgKz,"['Jadasea', 'Laron']",Circles,9,True,0.382,0.625,0.0981,0.0386,0.00271,0.206,0.338
3se1hDMQdPXnv13BhLarbN,"['Jadasea', 'Laron']",We Alright,7,True,0.441,0.813,0.256,0.35,0,0.186,0.673
4q2YWSWlIIE6bYWSvOxeVf,"['Jadasea', 'Laron']",Can’t Say,5,True,0.388,0.913,0.662,0.0646,2.08e-05,0.844,0.581
73tUbTfPG3IU7ius9wA2n9,"['Jadasea', 'Laron']",The Ending,6,True,0.547,0.963,0.571,0.0397,0,0.271,0.193
0mVZyXHtCj9b2tXwZznNwm,['Jadasea'],LOOKALIVE!,5,True,0.23,0.549,0.117,0.0245,0.763,0.394,0.404
0kmG95vO77RHGXMMLIkk1e,['Jadasea'],HELLADOUBT,7,True,0.412,0.573,0.0749,0.216,0,0.0703,0.684
38bW93Wcnu71WqbtZBpuaV,"['Jadasea', 'redLee']",MONEY-SCHEME,9,True,0.47,0.525,0.068,0.715,0.144,0.621,0.48
528KPyc279KpWy7ziUayn3,['Jadasea'],KEEP-WYLING,7,True,0.353,0.553,0.261,0.00797,0,0.334,0.266
5tYgsnvQmG43QqP62EwMhf,['Jadasea'],CITY-GRITTY,6,True,0.224,0.465,0.0808,1.07e-05,2.24e-05,0.0991,0.212
3DZ02tFhYxHcYZzArOOTQD,"['Jadasea', 'Elijah Maja']",RAIN,6,True,0.415,0.466,0.034,0.877,0,0.357,0.687
67IyGQKVzg7JFqbhthtfvI,['Jadasea'],INNERVISIONS,28,True,0.556,0.426,0.0417,0.0136,0.000252,0.246,0.82
7nM0levI0OLxFBkLU7pR6d,['Jadasea'],LAZERS,8,True,0.413,0.6,0.0822,0.0786,0,0.146,0.343
3avapOW9LfMAVGhJlVXPZu,"['Jadasea', 'Jesse James Solomon']",EGGHEAD,10,True,0.758,0.256,0.178,0.00126,0,0.106,0.156
2WwvIL3OfWBivZPw7xLTX8,['Jadasea'],TWILITE,4,True,0.341,0.42,0.168,0.0112,0.000533,0.406,0.277
5Zftk6GKefSyKN4zAz7lxT,['Jadasea'],NOTHING2LOSE,4,True,0.485,0.543,0.532,0.582,0.0339,0.376,0.613
72I4JyzSqLJnNRpyBGm8Jz,['Jadasea'],ONE-TIME,4,True,0.489,0.385,0.196,0.457,0,0.347,0.399
7aN8ZFtanGOruyRAuDFLQR,"['Jadasea', 'Nigz TG']",LETGO,4,True,0.5,0.576,0.656,0.00956,0,0.346,0.538
5DefwCpFj2Yzqs0QPldUn9,['Jadasea'],GONE/MISSING,3,True,0.285,0.483,0.0897,0.673,1.62e-05,0.153,0.502
4Yqx8r32gPbMEJGlx7y0bJ,['Jadasea'],REASONS,8,True,0.456,0.526,0.114,0.899,0,0.158,0.0998
6bX4yRYIUbwzFvS3UiWHT1,['Jadasea'],time will tell,11,False,0.316,0.273,0.0865,0.0139,0.000111,0.831,0.701
1KXZcSIkPfj34HTniJzaka,['Jadasea'],air it out,23,False,0.592,0.472,0.0661,0.545,3.71e-05,0.846,0.959
23itBnPprV2Emqb0O8lyCU,['Jadasea'],reaper,12,False,0.547,0.475,0.433,0.324,2.51e-05,0.365,0.692
2dGoPPtHsfiG8ciZdirHNV,['Jadasea'],visions,14,False,0.488,0.401,0.0871,0.242,0,0.472,0.698
2ntMTncoQvtAvayxGtPqXn,['Jadasea'],away with,8,False,0.388,0.199,0.0368,0.391,0.000691,0.253,0.402
7mJzF7n5SpLf0UhMXyh7eg,['Jadasea'],ashes 2 ashes,26,False,0.546,0.33,0.0484,0.0301,0.0262,0.344,0.683
4iRGAmEgO5z3UUe5tmA45r,['Jadasea'],write it down,7,False,0.425,0.431,0.0552,0.0133,0.000795,0.13,0.601
1la0RFRyeWiEFHScMMsdjB,['Jadasea'],face of it,6,False,0.256,0.289,0.047,0.412,4.7e-05,0.136,0.659
0dBMpqyQvlwEhGBgmOKnIK,['Jadasea'],subluna,13,False,0.379,0.164,0.242,0.185,0.944,0.496,0.291
2vqJVdaCU4H8di1ljX4WHT,['Anysia Kym'],Uh huh,2,False,0.509,0.807,0.405,0.000741,0.00415,0.868,0.597
3vltMEh81QufzTstnnlxBA,"['Anysia Kym', 'Jadasea']",b.f.f.r.,1,False,0.4,0.781,0.334,0.0474,0.000114,0.494,0.296
0CNcQncIe3Fo8SyTKcKpsM,['MellowHype'],Grill,19,True,0.81,0.564,0.487,0.211,0,0.292,0.464
1QL0lyLZbgJ0xncVt6QnTU,['MellowHype'],65 / Breakfast,26,True,0.504,0.575,0.384,0.273,0,0.107,0.167
6cl9b8FcmiCo1Bxf5cvHbI,"['MellowHype', 'Frank Ocean']",Astro (feat. Frank Ocean),42,True,0.584,0.5,0.218,0.114,0,0.166,0.457
4rA4uZ7LIg34q0QV6MxK88,['MellowHype'],NFWGJDSH,16,True,0.561,0.61,0.348,0.0092,0,0.103,0.341
6XYvLBwKcYSUKfpUSfHRP4,['MellowHype'],La Bonita,23,True,0.49,0.766,0.337,0.0783,0,0.388,0.709
4DafmjH6WrEt0GRPNX2Jyd,['MellowHype'],Beat,15,True,0.635,0.59,0.167,0.0432,0,0.0836,0.446
4JSfpK3sVdgJrfEfvqH3DO,['MellowHype'],Snare,17,True,0.515,0.531,0.0979,0.00582,0,0.0944,0.0688
1kXatNlc6tS9C9wJnZhmQn,['MellowHype'],Untitled L,14,True,0.695,0.813,0.438,0.269,0,0.0756,0.369
7FOQpOR2K96C8eSWqOyI3U,['MellowHype'],Leflair,13,True,0.922,0.526,0.315,0.0791,0,0.0483,0.221
1IEcM6REhu3SBXRI5sJag5,['MellowHype'],Monster,15,True,0.601,0.665,0.401,0.0312,0,0.292,0.411
0rU8gmoWWQIlAt4bNz343R,"['MellowHype', 'Mike G']",666 (feat. Mike G),16,True,0.692,0.744,0.364,0.205,0,0.111,0.757
5MeoJi71d4vVdNuXTHMKnw,"['MellowHype', 'Earl Sweatshirt']",P2 (feat. Earl Sweatshirt),29,True,0.692,0.568,0.331,0.544,0,0.133,0.526
